"Cursus","Cursusnaam","Collegejaar","Medewerker"
"191199152","Internship","2016","M7680146"
"191199152","Internship","2016","M7681343"
"191199152","Internship","2016","M7683652"
"191199152","Internship","2016","M7687466"
"191199152","Internship","2016","M7697514"
"191199154","Internship","2016","M7640283"
"191199154","Internship","2016","M7640798"
"191199154","Internship","2016","M7640819"
"191199154","Internship","2016","M7640853"
"191199154","Internship","2016","M7641084"
"191199154","Internship","2016","M7641227"
"191199154","Internship","2016","M7641239"
"191199154","Internship","2016","M7641837"
"191199154","Internship","2016","M7642013"
"191199154","Internship","2016","M7642142"
"191199154","Internship","2016","M7642527"
"191199154","Internship","2016","M7642709"
"191199154","Internship","2016","M7643357"
"191199154","Internship","2016","M7643368"
"191199154","Internship","2016","M7645325"
"191199154","Internship","2016","M7646064"
"191199154","Internship","2016","M7646288"
"191199154","Internship","2016","M7647476"
"191199154","Internship","2016","M7648197"
"191199154","Internship","2016","M7648665"
"191199154","Internship","2016","M7649262"
"191199154","Internship","2016","M7649481"
"191199154","Internship","2016","M7680146"
"191199154","Internship","2016","M7681216"
"191199154","Internship","2016","M7685768"
"191199154","Internship","2016","M7693169"
"191199154","Internship","2016","M7696106"
"191199154","Internship","2016","M7698026"
"191199198","Master Graduation Assignment","2016","M7640798"
"191199198","Master Graduation Assignment","2016","M7641227"
"191199198","Master Graduation Assignment","2016","M7641462"
"191199198","Master Graduation Assignment","2016","M7641837"
"191199198","Master Graduation Assignment","2016","M7641956"
"191199198","Master Graduation Assignment","2016","M7642013"
"191199198","Master Graduation Assignment","2016","M7642709"
"191199198","Master Graduation Assignment","2016","M7643368"
"191199198","Master Graduation Assignment","2016","M7643394"
"191199198","Master Graduation Assignment","2016","M7645325"
"191199198","Master Graduation Assignment","2016","M7646064"
"191199198","Master Graduation Assignment","2016","M7646288"
"191199198","Master Graduation Assignment","2016","M7647239"
"191199198","Master Graduation Assignment","2016","M7648665"
"191199198","Master Graduation Assignment","2016","M7680998"
"191199198","Master Graduation Assignment","2016","M7687466"
"191199198","Master Graduation Assignment","2016","M7687634"
"191199198","Master Graduation Assignment","2016","M7690064"
"191199198","Master Graduation Assignment","2016","M7693169"
"191199198","Master Graduation Assignment","2016","M7694030"
"191199198","Master Graduation Assignment","2016","M7696106"
"191199198","Master Graduation Assignment","2016","M7698026"
"191199198","Master Graduation Assignment","2016","M7699338"
"191210410","Electrodynamics","2016","M7642103"
"191210430","Engineering System Dynamics","2016","M7640252"
"191210430","Engineering System Dynamics","2016","M7640834"
"191210430","Engineering System Dynamics","2016","M7687929"
"191210431","Engineering System Dynamics","2016","M7640252"
"191210431","Engineering System Dynamics","2016","M7640834"
"191210431","Engineering System Dynamics","2016","M7687929"
"191210600","Optische Basisfuncties en Microsystemen","2016","M7642088"
"191210720","Biomedical Signal Acquisition","2016","M7641944"
"191210730","Technology","2016","M7644216"
"191210730","Technology","2016","M7648564"
"191210740","Materials Science","2016","M7644216"
"191210750","System-on-Chip Design","2016","M7640399"
"191210750","System-on-Chip Design","2016","M7642022"
"191210750","System-on-Chip Design","2016","M7642504"
"191210760","Advanced Programming","2016","M7640252"
"191210770","Digital Control Engineering","2016","M7687929"
"191210780","Modern Communication Systems","2016","M7688585"
"191210790","Transmission Media","2016","M7665573"
"191210790","Transmission Media","2016","M7688585"
"191210840","A/D Converters","2016","M7693645"
"191210910","Image Processing and Computer Vision","2016","M7641078"
"191210920","Optimal Estimation in Dynamic Systems","2016","M7641078"
"191210930","Measurement Systems for Mechatronics","2016","M7643291"
"191210930","Measurement Systems for Mechatronics","2016","M7648564"
"191210950","IDSP","2016","M7642022"
"191211000","Advanced Semiconductor Devices","2016","M7641270"
"191211030","Mobile Radio Communications","2016","M7647145"
"191211030","Mobile Radio Communications","2016","M7688585"
"191211040","Electromagnetic Compatibility","2016","M7665573"
"191211300","Micro Electro Mechanical Systems Design","2016","M7643291"
"191211300","Micro Electro Mechanical Systems Design","2016","M7643650"
"191211330","Dig. Electronic Circuit Design for SoC","2016","M7640399"
"191211350","Neurophysiology","2016","M7689431"
"191211529","Individual Project incl. Meth. Training","2016","M7643291"
"191211529","Individual Project incl. Meth. Training","2016","M7647145"
"191211529","Individual Project incl. Meth. Training","2016","M7688585"
"191211559","Individuele Opdracht","2016","M7640252"
"191211559","Individuele Opdracht","2016","M7641054"
"191211559","Individuele Opdracht","2016","M7646183"
"191211559","Individuele Opdracht","2016","M7647083"
"191211559","Individuele Opdracht","2016","M7648564"
"191211559","Individuele Opdracht","2016","M7685560"
"191211559","Individuele Opdracht","2016","M7687929"
"191211590","Systems-on-Chip for Embedded Systems","2016","M7640399"
"191211590","Systems-on-Chip for Embedded Systems","2016","M7642022"
"191211590","Systems-on-Chip for Embedded Systems","2016","M7642504"
"191211690","EMstatics","2016","M7642088"
"191211720","Microwave Techniques","2016","M7688040"
"191228280","Practicum Realiseren in Materialen","2016","M7643291"
"191228280","Practicum Realiseren in Materialen","2016","M7644216"
"191231490","Linear Systems","2016","M7641014"
"191231490","Linear Systems","2016","M7641134"
"191231490","Linear Systems","2016","M7647139"
"191231490","Linear Systems","2016","M7687929"
"191251530","Introduction to Communication Systems","2016","M7647145"
"191251530","Introduction to Communication Systems","2016","M7688585"
"191355390","Chemie en Technologie van Organische Mat","2016","M7642731"
"191399500","Academisch Informatie Verwerven","2016","M7641928"
"191403070","Electriciteit & Magnetisme","2016","M7642411"
"191403070","Electriciteit & Magnetisme","2016","M7643241"
"191411291","Toegepaste Quantummechanica","2016","M7643241"
"191411291","Toegepaste Quantummechanica","2016","M7644054"
"191420131","Fysische Materiaalkunde","2016","M7642278"
"191420131","Fysische Materiaalkunde","2016","M7643206"
"191440201","Technische Optica","2016","M7646215"
"191440201","Technische Optica","2016","M7686051"
"191470241","Warmte- en Stof Overdracht","2016","M7642740"
"191506001","Mathematical Methods","2016","M7686441"
"191506103","Statistics and Probability","2016","M7647415"
"191506302","Applied Functional Analysis","2016","M7641013"
"191506302","Applied Functional Analysis","2016","M7699726"
"191512001","Calculus A for pre masters","2016","M7640367"
"191512021","Calculus B t.b.v. pre masters","2016","M7640367"
"191512021","Calculus B t.b.v. pre masters","2016","M7643724"
"191512041","Calculus C","2016","M7641014"
"191512041","Calculus C","2016","M7642065"
"191512220","Wiskunde C","2016","M7660424"
"191515101","Introduction to Risk Theory","2016","M7647415"
"191520751","Grafentheorie","2016","M7640400"
"191520751","Grafentheorie","2016","M7641244"
"191521800","Game Theory","2016","M7640400"
"191521800","Game Theory","2016","M7646898"
"191530420","Statistics and Probability Theory","2016","M7641100"
"191530881","Stoch. Modellen v. Operations Management","2016","M7640439"
"191531701","Introduction to Stochastic Processes","2016","M7643724"
"191531701","Introduction to Stochastic Processes","2016","M7648180"
"191531701","Introduction to Stochastic Processes","2016","M7697650"
"191550105","Theory of Partial Differential Equations","2016","M7647354"
"191551150","Numerical techniques for PDE","2016","M7643472"
"191551150","Numerical techniques for PDE","2016","M7647354"
"191551161","Applied Finite Element Methods for PDE","2016","M7644645"
"191551200","Scientific Computing","2016","M7647354"
"191560430","Nonlinear Dynamics","2016","M7640787"
"191560430","Nonlinear Dynamics","2016","M7695046"
"191560430","Nonlinear Dynamics","2016","M7695985"
"191560671","Robust Control","2016","M7643281"
"191561560","Systems and Control","2016","M7640905"
"191561620","Optimal Control","2016","M7643281"
"191570401","Measure and Probability","2016","M7686530"
"191571090","Time Series Analysis","2016","M7643281"
"191571200","Hybrid Dynamical Systems","2016","M7698544"
"191571501","Stochastic Differential Equations","2016","M7647415"
"191580800","Scheduling","2016","M7644236"
"191581100","Discrete Optimization","2016","M7692419"
"191581200","Continuous Optimization","2016","M7660253"
"191581400","Heuristic Methods in Operations Research","2016","M7642650"
"191581400","Heuristic Methods in Operations Research","2016","M7644236"
"191581420","Optimization Modeling","2016","M7692419"
"191612540","Ethics and Technology I","2016","M7686199"
"191612540","Ethics and Technology I","2016","M7694761"
"191612550","Phil. Anthropology and Technology","2016","M7662899"
"191612550","Phil. Anthropology and Technology","2016","M7689450"
"191612560","Society, Politics and Technology","2016","M7643041"
"191612560","Society, Politics and Technology","2016","M7662197"
"191612580","Ethics and Technology II","2016","M7662197"
"191612660","Phil.Anthropology&Human-Techn.Relations","2016","M7698500"
"191612670","Technology and the Quality of Life","2016","M7660871"
"191612670","Technology and the Quality of Life","2016","M7686199"
"191612680","Computer Ethics","2016","M7686199"
"191612680","Computer Ethics","2016","M7694761"
"191612908","Master's Thesis PoT","2016","M7642763"
"191612908","Master's Thesis PoT","2016","M7643041"
"191612908","Master's Thesis PoT","2016","M7685857"
"191612908","Master's Thesis PoT","2016","M7689450"
"191616040","Philosophy of Engineering","2016","M7646848"
"191616040","Philosophy of Engineering","2016","M7662288"
"191616043","Philosophy of Engineering: Science","2016","M7646848"
"191616043","Philosophy of Engineering: Science","2016","M7662288"
"191622510","Technology and Social Order","2016","M7646598"
"191622630","Shaping Technology and Use","2016","M7640887"
"191622908","Master's Thesis STS","2016","M7685857"
"191800720","Bacheloropdracht TBK","2016","M7640158"
"191800720","Bacheloropdracht TBK","2016","M7640439"
"191800720","Bacheloropdracht TBK","2016","M7640445"
"191800720","Bacheloropdracht TBK","2016","M7640611"
"191800720","Bacheloropdracht TBK","2016","M7640714"
"191800720","Bacheloropdracht TBK","2016","M7641058"
"191800720","Bacheloropdracht TBK","2016","M7641488"
"191800720","Bacheloropdracht TBK","2016","M7641655"
"191800720","Bacheloropdracht TBK","2016","M7641953"
"191800720","Bacheloropdracht TBK","2016","M7641985"
"191800720","Bacheloropdracht TBK","2016","M7642650"
"191800720","Bacheloropdracht TBK","2016","M7645648"
"191800720","Bacheloropdracht TBK","2016","M7645839"
"191800720","Bacheloropdracht TBK","2016","M7646543"
"191800720","Bacheloropdracht TBK","2016","M7647376"
"191800720","Bacheloropdracht TBK","2016","M7647473"
"191800720","Bacheloropdracht TBK","2016","M7647563"
"191800720","Bacheloropdracht TBK","2016","M7648624"
"191800720","Bacheloropdracht TBK","2016","M7682358"
"191800720","Bacheloropdracht TBK","2016","M7683298"
"191800720","Bacheloropdracht TBK","2016","M7684471"
"191800720","Bacheloropdracht TBK","2016","M7685576"
"191800720","Bacheloropdracht TBK","2016","M7686480"
"191800720","Bacheloropdracht TBK","2016","M7690059"
"191800720","Bacheloropdracht TBK","2016","M7693430"
"191800770","Empirical Research & Data Analysis","2016","M7693999"
"191820190","Supply Chain & Transportation Management","2016","M7640158"
"191820190","Supply Chain & Transportation Management","2016","M7640445"
"191820200","Discrete Optimiz of Business Processes","2016","M7642650"
"191820210","Simulation","2016","M7648624"
"191852620","Advanced Production Planning","2016","M7641655"
"191852620","Advanced Production Planning","2016","M7642650"
"191852620","Advanced Production Planning","2016","M7686480"
"191852630","Reliabil. Engineering & Maintenance Mgmt","2016","M7686480"
"191860181","Risk Management","2016","M7646976"
"191860181","Risk Management","2016","M7647473"
"191860651","Micro-economics","2016","M7647563"
"191863960","Foundations of Information Systems","2016","M7685576"
"191864610","Organization and Strategy","2016","M7644511"
"191864610","Organization and Strategy","2016","M7696415"
"191880492","C.S. International Management","2016","M7646543"
"191970340","Designing Learning & Performance Support","2016","M7640765"
"192110902","Advanced Database Systems","2016","M7642648"
"192110902","Advanced Database Systems","2016","M7643247"
"192110902","Advanced Database Systems","2016","M7693322"
"192110940","Secure Data Management","2016","M7665552"
"192110941","Secure Data Management","2016","M7665552"
"192111092","Advanced Logic","2016","M7644387"
"192111301","Ubiquitous Computing","2016","M7646604"
"192111332","Design of Software Architectures","2016","M7641175"
"192112051","Functioneel Programmeren","2016","M7640524"
"192114100","Principles of Model Checking","2016","M7643547"
"192114300","Program Verification","2016","M7688543"
"192130022","Design of Digital Systems","2016","M7640524"
"192130022","Design of Digital Systems","2016","M7640977"
"192130022","Design of Digital Systems","2016","M7642022"
"192130092","Faulttolerant Digital Systems","2016","M7640399"
"192130112","Distributed Systems","2016","M7641081"
"192130122","Energy Efficient Embedded Systems","2016","M7640721"
"192130122","Energy Efficient Embedded Systems","2016","M7687052"
"192130122","Energy Efficient Embedded Systems","2016","M7687053"
"192130200","Real-time Systems 1","2016","M7692396"
"192130210","Real-time Systems 2","2016","M7692396"
"192130240","Embedded Computer Architectures 1","2016","M7640721"
"192130240","Embedded Computer Architectures 1","2016","M7648910"
"192130250","Embedded Computer Architectures 2","2016","M7640524"
"192130250","Embedded Computer Architectures 2","2016","M7648910"
"192135310","Modeling & Analysis of Concurrent Syst 1","2016","M7640432"
"192135310","Modeling & Analysis of Concurrent Syst 1","2016","M7687163"
"192135320","Modeling & Analysis of Concurrent Syst 2","2016","M7687163"
"192135400","ADSA - Product Line Engineering","2016","M7641175"
"192135450","ADSA - Model Driven Engineering","2016","M7644064"
"192140122","System Validation","2016","M7688543"
"192140200","Algoritmen,Datastructuren & Complexiteit","2016","M7640432"
"192140302","Artificial Intelligence","2016","M7646927"
"192150201","Distributed Trust Management","2016","EXTERNE DOCENT"
"192160400","Information Retrieval","2016","M7642648"
"192160400","Information Retrieval","2016","M7648290"
"192160400","Information Retrieval","2016","M7683494"
"192165201","Media and Technology","2016","M7644779"
"192166100","Human Media Interaction Project","2016","M7684566"
"192166200","Capita Selecta HMI","2016","M7646927"
"192166310","Speech and Language Processing 1","2016","M7646927"
"192166310","Speech and Language Processing 1","2016","M7661509"
"192166320","Speech and Language Processing 2","2016","M7642342"
"192166320","Speech and Language Processing 2","2016","M7684566"
"192166370","Conversational Agents","2016","M7640630"
"192166370","Conversational Agents","2016","M7644779"
"192166370","Conversational Agents","2016","M7646927"
"192166420","Machine Learning","2016","M7640167"
"192170015","Testing Techniques","2016","M7680523"
"192191500","Self-tuition Project","2016","M7640524"
"192191500","Self-tuition Project","2016","M7640977"
"192191500","Self-tuition Project","2016","M7646543"
"192191500","Self-tuition Project","2016","M7687163"
"192199109","Ontwerpproject","2016","M7640524"
"192199109","Ontwerpproject","2016","M7640721"
"192199109","Ontwerpproject","2016","M7643247"
"192199109","Ontwerpproject","2016","M7644387"
"192199109","Ontwerpproject","2016","M7682358"
"192199109","Ontwerpproject","2016","M7685560"
"192199508","Research Topics","2016","M7640159"
"192199508","Research Topics","2016","M7640167"
"192199508","Research Topics","2016","M7640249"
"192199508","Research Topics","2016","M7640399"
"192199508","Research Topics","2016","M7640406"
"192199508","Research Topics","2016","M7640524"
"192199508","Research Topics","2016","M7640630"
"192199508","Research Topics","2016","M7640634"
"192199508","Research Topics","2016","M7640869"
"192199508","Research Topics","2016","M7640929"
"192199508","Research Topics","2016","M7640977"
"192199508","Research Topics","2016","M7641081"
"192199508","Research Topics","2016","M7641175"
"192199508","Research Topics","2016","M7641940"
"192199508","Research Topics","2016","M7641971"
"192199508","Research Topics","2016","M7642230"
"192199508","Research Topics","2016","M7642342"
"192199508","Research Topics","2016","M7642648"
"192199508","Research Topics","2016","M7643214"
"192199508","Research Topics","2016","M7643247"
"192199508","Research Topics","2016","M7643373"
"192199508","Research Topics","2016","M7643547"
"192199508","Research Topics","2016","M7644064"
"192199508","Research Topics","2016","M7644387"
"192199508","Research Topics","2016","M7644779"
"192199508","Research Topics","2016","M7646349"
"192199508","Research Topics","2016","M7646604"
"192199508","Research Topics","2016","M7646927"
"192199508","Research Topics","2016","M7647139"
"192199508","Research Topics","2016","M7647221"
"192199508","Research Topics","2016","M7647830"
"192199508","Research Topics","2016","M7648290"
"192199508","Research Topics","2016","M7648604"
"192199508","Research Topics","2016","M7648910"
"192199508","Research Topics","2016","M7661509"
"192199508","Research Topics","2016","M7665552"
"192199508","Research Topics","2016","M7680523"
"192199508","Research Topics","2016","M7681158"
"192199508","Research Topics","2016","M7681336"
"192199508","Research Topics","2016","M7682816"
"192199508","Research Topics","2016","M7684566"
"192199508","Research Topics","2016","M7685226"
"192199508","Research Topics","2016","M7685560"
"192199508","Research Topics","2016","M7687163"
"192199508","Research Topics","2016","M7688543"
"192199508","Research Topics","2016","M7688952"
"192199508","Research Topics","2016","M7692396"
"192199508","Research Topics","2016","M7692898"
"192199508","Research Topics","2016","M7695817"
"192199508","Research Topics","2016","M7697992"
"192199508","Research Topics","2016","M7698199"
"192199508","Research Topics","2016","M7699840"
"192199855","Vrije projecten","2016","M7641990"
"192199855","Vrije projecten","2016","M7644387"
"192199978","Final Project","2016","M7640159"
"192199978","Final Project","2016","M7640167"
"192199978","Final Project","2016","M7640249"
"192199978","Final Project","2016","M7640252"
"192199978","Final Project","2016","M7640399"
"192199978","Final Project","2016","M7640432"
"192199978","Final Project","2016","M7640524"
"192199978","Final Project","2016","M7640630"
"192199978","Final Project","2016","M7640634"
"192199978","Final Project","2016","M7640721"
"192199978","Final Project","2016","M7640869"
"192199978","Final Project","2016","M7640929"
"192199978","Final Project","2016","M7640977"
"192199978","Final Project","2016","M7641081"
"192199978","Final Project","2016","M7641175"
"192199978","Final Project","2016","M7641940"
"192199978","Final Project","2016","M7641971"
"192284108","Bachelor Eindopdracht","2016","M7642434"
"192284108","Bachelor Eindopdracht","2016","M7660424"
"192320111","Architecture of Information Systems","2016","M7640249"
"192320220","Advanced Architecture of Information Sys","2016","M7640249"
"192320501","Electronic Commerce","2016","M7681336"
"192320501","Electronic Commerce","2016","M7682358"
"192320601","Multi Agent Systems","2016","M7640167"
"192320601","Multi Agent Systems","2016","M7680348"
"192320601","Multi Agent Systems","2016","M7682358"
"192320820","Design Science Methodology","2016","M7640159"
"192330301","Specification of Information Systems","2016","M7640159"
"192330301","Specification of Information Systems","2016","M7681336"
"192340041","Softwaremanagement","2016","M7681336"
"192340070","Computer Supported Cooperative Work","2016","M7641971"
"192340101","Implementation of IT in Organizations","2016","M7645955"
"192340101","Implementation of IT in Organizations","2016","M7688504"
"192350200","E-Strategizing","2016","M7641985"
"192360021","ICT Management","2016","M7682358"
"192360021","ICT Management","2016","M7697605"
"192360021","ICT Management","2016","M7699609"
"192360501","E-health Strategies","2016","M7641985"
"192376000","Business Case Development for IT-project","2016","M7682358"
"192376500","Business Process Integration Lab","2016","M7682358"
"192376500","Business Process Integration Lab","2016","M7689341"
"192398050","BIT-BV","2016","M7690234"
"192399979","Final Project BIT","2016","M7640159"
"192399979","Final Project BIT","2016","M7640249"
"192399979","Final Project BIT","2016","M7641953"
"192399979","Final Project BIT","2016","M7641971"
"192399979","Final Project BIT","2016","M7641985"
"192399979","Final Project BIT","2016","M7642648"
"192399979","Final Project BIT","2016","M7643247"
"192399979","Final Project BIT","2016","M7644064"
"192399979","Final Project BIT","2016","M7645955"
"192399979","Final Project BIT","2016","M7647473"
"192399979","Final Project BIT","2016","M7648624"
"192399979","Final Project BIT","2016","M7681336"
"192399979","Final Project BIT","2016","M7682358"
"192399979","Final Project BIT","2016","M7682958"
"192399979","Final Project BIT","2016","M7685226"
"192399979","Final Project BIT","2016","M7685576"
"192399979","Final Project BIT","2016","M7690234"
"192399979","Final Project BIT","2016","M7695489"
"192403650","Reputation Management","2016","M7685803"
"192403750","Corporate Visual Identity Management","2016","M7642106"
"192412240","Academic Writing Premaster","2016","M7642352"
"192412240","Academic Writing Premaster","2016","M7646044"
"192412240","Academic Writing Premaster","2016","M7683472"
"192412240","Academic Writing Premaster","2016","M7685857"
"192460650","Bachelor Assignment","2016","M7648006"
"192470410","Communication Science","2016","M7682866"
"192470410","Communication Science","2016","M7686978"
"192480300","Subject Hours B1","2016","M7641518"
"192480300","Subject Hours B1","2016","M7642352"
"192480400","Subject Hours B2/B3","2016","M7641518"
"192480400","Subject Hours B2/B3","2016","M7642352"
"192491009","Master Thesis Comm. Studies","2016","M7641232"
"192491009","Master Thesis Comm. Studies","2016","M7641370"
"192491009","Master Thesis Comm. Studies","2016","M7642106"
"192491009","Master Thesis Comm. Studies","2016","M7642980"
"192491009","Master Thesis Comm. Studies","2016","M7644473"
"192491009","Master Thesis Comm. Studies","2016","M7644685"
"192491009","Master Thesis Comm. Studies","2016","M7646563"
"192491009","Master Thesis Comm. Studies","2016","M7647118"
"192491009","Master Thesis Comm. Studies","2016","M7648006"
"192491009","Master Thesis Comm. Studies","2016","M7682179"
"192491009","Master Thesis Comm. Studies","2016","M7682800"
"192491009","Master Thesis Comm. Studies","2016","M7682866"
"192491009","Master Thesis Comm. Studies","2016","M7685803"
"192491009","Master Thesis Comm. Studies","2016","M7686978"
"192491009","Master Thesis Comm. Studies","2016","M7687383"
"192491009","Master Thesis Comm. Studies","2016","M7687999"
"192491009","Master Thesis Comm. Studies","2016","M7688987"
"192491009","Master Thesis Comm. Studies","2016","M7696352"
"192620010","Mobile and Wireless Networking 1","2016","M7642230"
"192620020","Mobile and Wireless Networking 2","2016","M7642230"
"192620020","Mobile and Wireless Networking 2","2016","M7647830"
"192620300","Performance Evaluation","2016","M7643373"
"192620300","Performance Evaluation","2016","M7648604"
"192652150","Service-oriented Architecture Web Serv.","2016","M7640249"
"192652150","Service-oriented Architecture Web Serv.","2016","M7644064"
"192653100","Internet Management and Measurement","2016","M7640929"
"192654000","Network Security","2016","M7640929"
"192654000","Network Security","2016","M7685560"
"192699978","Final Project","2016","M7640929"
"192699978","Final Project","2016","M7642230"
"192699978","Final Project","2016","M7643373"
"192699978","Final Project","2016","M7647830"
"192699978","Final Project","2016","M7648604"
"192699978","Final Project","2016","M7681158"
"192699978","Final Project","2016","M7685560"
"192802340","Productweergave","2016","M7641462"
"192802340","Productweergave","2016","M7642490"
"192802340","Productweergave","2016","M7681257"
"192802340","Productweergave","2016","M7684157"
"192850700","Design Management","2016","M7660404"
"192850730","Governing Product Development","2016","M7641462"
"192850740","Product Life Cycle","2016","M7665495"
"192850750","Product Life Cycle Management","2016","M7684157"
"192850750","Product Life Cycle Management","2016","M7688759"
"192850760","Supply Chain Management","2016","M7641462"
